index,signal_factor,protocol,n,is_info,mean,std,median,min,max,feature_group
92,2.0,K-Fold CV,64,False,-0.0006798941798941814,0.15761083596811987,0.0,-0.7833333333333332,0.7277777777777779,noise
93,2.0,K-Fold CV,64,True,0.10608452380952384,0.21633612177814876,0.0,-0.7,0.7833333333333332,informative
94,2.0,K-Fold CV,128,False,-0.0006767441663275021,0.08002208011677316,0.0,-0.5223575036075039,0.5406114718614727,noise
95,2.0,K-Fold CV,128,True,0.14638277162652158,0.1619254134669771,0.11658318533318579,-0.48138250638250635,0.6993645243645246,informative
96,2.0,K-Fold CV,256,False,0.0013513267716415828,0.06524203877658521,0.0,-0.32860978323362255,0.462684562479891,noise
97,2.0,K-Fold CV,256,True,0.2362763554918235,0.13509662252578605,0.23741394751722622,-0.24753633895542682,0.6489879009879012,informative
98,2.0,K-Fold CV,512,False,-0.0005168329403978363,0.048837824546180506,0.0,-0.25140415755078727,0.24415232437618872,noise
99,2.0,K-Fold CV,512,True,0.23488883057248333,0.09105054280792986,0.2321655836515203,-0.03397881147469395,0.5069762949847139,informative
100,2.0,K-Fold CV,1024,False,-5.2631102590893434e-05,0.034222338934280505,0.0,-0.15538541802844863,0.16878297310872048,noise
101,2.0,K-Fold CV,1024,True,0.21937866685599214,0.06493781654656197,0.22061195691923774,-0.017493257103358584,0.4103770174753918,informative
102,2.0,K-Fold CV,2048,False,-0.0011030238888848564,0.023521203044587876,0.0,-0.12270323637569014,0.10767094008659228,noise
103,2.0,K-Fold CV,2048,True,0.22831855365262732,0.04500426779773162,0.22892704054240987,0.020281235623427207,0.38464987759032065,informative
104,2.0,K-Fold CV,4096,False,-7.14388285199193e-05,0.01684162142813848,0.0,-0.09904852563014499,0.08323482020967754,noise
105,2.0,K-Fold CV,4096,True,0.2271959030762403,0.032462134105298704,0.2279332506587054,0.1044195189577195,0.32354430404137724,informative
106,2.0,K-Fold CV,8192,False,8.01142315529965e-05,0.011744650738141531,0.0,-0.04507140355233963,0.06172062537723377,noise
107,2.0,K-Fold CV,8192,True,0.22997662446328748,0.023943052686038985,0.2303270759556615,0.1537501522366389,0.30276801041176093,informative
108,10.0,Bootstrap,32,False,0.07274195331241773,0.11547655724694961,0.042689522512523004,-0.31290101515164404,0.7534496142976725,noise
109,10.0,Bootstrap,32,True,0.5086252380494724,0.10436116287867067,0.521481140722169,0.14172278599230426,1.006691207773641,informative
110,10.0,Bootstrap,64,False,0.08023183570225094,0.08325797909098032,0.07097365029630787,-0.19872582055766985,0.4528884629145544,noise
111,10.0,Bootstrap,64,True,0.5634706320008198,0.06594190147425795,0.5693790166853839,0.31523477138644496,0.7005324270192479,informative
112,10.0,Bootstrap,128,False,0.08172122231319665,0.05865560605159614,0.08134539992852008,-0.11866459546609676,0.2663047281610056,noise
113,10.0,Bootstrap,128,True,0.5510197870535409,0.05144021366242138,0.5548462392227511,0.3520824541834975,0.6873371660659418,informative
114,10.0,Bootstrap,256,False,0.08607428525858586,0.04097572590758146,0.08591766217818053,-0.04182427169707914,0.24030881280463712,noise
115,10.0,Bootstrap,256,True,0.5763086282117239,0.03945477286806153,0.5785902334536179,0.40645936518704584,0.6666333613247972,informative
116,10.0,Bootstrap,512,False,0.09194680325977976,0.031421676322139123,0.09270795590911196,-0.025468880173244557,0.1988522585589716,noise
117,10.0,Bootstrap,512,True,0.5651185551830856,0.02613989322416456,0.5666429843678716,0.4651276508544848,0.6378482891561577,informative
118,10.0,Bootstrap,1024,False,0.09513567413208968,0.021231846492220482,0.09618846434640793,0.012210497338993598,0.1676802916745146,noise
119,10.0,Bootstrap,1024,True,0.5780650303910568,0.01691478197652142,0.5776474550633414,0.5263152541208309,0.6243720473846639,informative
120,10.0,Bootstrap,2048,False,0.09614216901198104,0.015048253116740046,0.09618761418042787,0.0462180660668885,0.14931418674049013,noise
121,10.0,Bootstrap,2048,True,0.5774217768194319,0.014640059818301208,0.5775800966179605,0.527378131902559,0.6201277582796711,informative
122,10.0,Bootstrap,4096,False,0.09567478017137902,0.010446612604655918,0.09595986860267214,0.05344282475887541,0.1341035830303472,noise
123,10.0,Bootstrap,4096,True,0.5751537807034672,0.007912197466413931,0.5757268671100292,0.5487316391607799,0.6010050806203506,informative
124,10.0,Bootstrap,8192,False,0.09803291886141703,0.007523283246415827,0.09811387729872378,0.06981447766407278,0.12386537264397735,noise
125,10.0,Bootstrap,8192,True,0.5795028421467526,0.006772793796583712,0.5798130490767803,0.5490328589293159,0.598037533499107,informative
126,10.0,DGP Realizations,32,False,-0.003301276308025918,0.06064997206626968,0.0,-0.29559572712877014,0.3512016515620937,noise
127,10.0,DGP Realizations,32,True,0.5393259603761403,0.07566831472533567,0.5426035857562109,0.3276814234849259,0.7008130772075267,informative
128,10.0,DGP Realizations,64,False,0.0005470682638058371,0.043068796269859606,0.0,-0.17394113610239081,0.2471100269844977,noise
129,10.0,DGP Realizations,64,True,0.5593932736623265,0.0626028362741957,0.5611781790122086,0.3838440334369402,0.6952915416025816,informative
130,10.0,DGP Realizations,128,False,2.3531595897270385e-06,0.03332081923529348,0.0,-0.12202578838276379,0.1390457703004735,noise
131,10.0,DGP Realizations,128,True,0.5656950170100953,0.044577712436542384,0.5628218214315082,0.4714580541284352,0.6629553053192183,informative
132,10.0,DGP Realizations,256,False,0.00021397669165019106,0.02078700021646783,0.0,-0.07928786814299071,0.05827693807988332,noise
133,10.0,DGP Realizations,256,True,0.5617566821130746,0.030013420306108377,0.5622428683375631,0.4645880905863182,0.6222676529462716,informative
134,10.0,DGP Realizations,512,False,0.001255271179873427,0.016881173966633793,0.0,-0.04682624092088261,0.06346967514347668,noise
135,10.0,DGP Realizations,512,True,0.5625382046637399,0.022981008178916493,0.5643809537617877,0.4755243829379405,0.6070079121957885,informative
136,10.0,DGP Realizations,1024,False,0.0004210876526737494,0.010345974054821478,0.0,-0.03979876308440122,0.038179407782558794,noise
137,10.0,DGP Realizations,1024,True,0.561840678897244,0.015760973251807035,0.560292830165042,0.5150985239093582,0.6059232076352223,informative
138,10.0,DGP Realizations,2048,False,-0.0002603550787816517,0.007151871502732992,0.0,-0.021198471847950984,0.021558999823421132,noise
139,10.0,DGP Realizations,2048,True,0.5628878877943378,0.011943105600670696,0.5637319362796391,0.5272130170325167,0.5900418268539915,informative
140,10.0,DGP Realizations,4096,False,-0.0005709368673423941,0.0049231647020366205,0.0,-0.01742755352582881,0.013299714973094012,noise
141,10.0,DGP Realizations,4096,True,0.5627141739627842,0.00688637792879925,0.5626699939961641,0.5454105321586256,0.5763164977548612,informative
