context_feature,target_feature,context_idx,target_idx,repeat,fold,rmse_full,rmse_probe,delta_rmse
Z_noise3,X_syn2,6,3,5,4,0.4959965220294676,0.4988337742477819,0.0028372522183143234
Z_noise3,Z_noise1,6,4,5,4,0.5018481975446815,0.49759090000650014,-0.004257297538181326
Z_noise3,Z_noise2,6,5,5,4,0.4986714944597073,0.49739659156241794,-0.0012749028972893761
X_causal,X_conf,0,1,5,5,0.4500460680811855,0.49609703863542104,0.046050970554235515
X_causal,X_syn1,0,2,5,5,0.49488869432898547,0.4949403979491259,5.1703620140453044e-05
X_causal,X_syn2,0,3,5,5,0.49655746812749885,0.49623594427418416,-0.0003215238533146869
X_causal,Z_noise1,0,4,5,5,0.49570740952258074,0.4936376722620495,-0.0020697372605312236
X_causal,Z_noise2,0,5,5,5,0.49476650482730544,0.4957973437478836,0.0010308389205781476
X_causal,Z_noise3,0,6,5,5,0.49249685125115106,0.4960591452964689,0.0035622940453178265
X_conf,X_causal,1,0,5,5,0.45016328528051164,0.4496485747158558,-0.0005147105646558514
X_conf,X_syn1,1,2,5,5,0.45178092655384244,0.4522285753899918,0.00044764883614933915
X_conf,X_syn2,1,3,5,5,0.4500146807730815,0.450753152601131,0.0007384718280495361
X_conf,Z_noise1,1,4,5,5,0.44529289455926563,0.4507690371063845,0.005476142547118867
X_conf,Z_noise2,1,5,5,5,0.44882461904449283,0.4489490295169724,0.0001244104724795747
X_conf,Z_noise3,1,6,5,5,0.44988611162786,0.4523426532523073,0.002456541624447306
X_syn1,X_causal,2,0,5,5,0.4946267067674897,0.49442381989410045,-0.00020288687338926303
X_syn1,X_conf,2,1,5,5,0.45083357469249963,0.49516662861251076,0.044333053920011134
X_syn1,X_syn2,2,3,5,5,0.47941063240663107,0.4948637365280852,0.01545310412145412
X_syn1,Z_noise1,2,4,5,5,0.49281318468435314,0.49376474713708557,0.000951562452732424
X_syn1,Z_noise2,2,5,5,5,0.4952682356409044,0.49679452526448475,0.001526289623580368
X_syn1,Z_noise3,2,6,5,5,0.497213486515032,0.49808445485577424,0.0008709683407422397
X_syn2,X_causal,3,0,5,5,0.496817662050074,0.49881843622760513,0.0020007741775311394
X_syn2,X_conf,3,1,5,5,0.45018997469282274,0.49866928920425574,0.048479314511433
X_syn2,X_syn1,3,2,5,5,0.4794615163652923,0.49976244365323297,0.020300927287940695
X_syn2,Z_noise1,3,4,5,5,0.49773719388101395,0.49677737927026233,-0.0009598146107516192
X_syn2,Z_noise2,3,5,5,5,0.5002723437928301,0.5000185962959328,-0.00025374749689732745
X_syn2,Z_noise3,3,6,5,5,0.49718343426932554,0.49892855051766505,0.0017451162483395066
Z_noise1,X_causal,4,0,5,5,0.4963568427253997,0.4928738336422604,-0.00348300908313931
Z_noise1,X_conf,4,1,5,5,0.44569639731430494,0.4948704824810783,0.04917408516677335
Z_noise1,X_syn1,4,2,5,5,0.49298613932081226,0.4967938692419033,0.0038077299210910187
Z_noise1,X_syn2,4,3,5,5,0.49789731016821137,0.49553879517936383,-0.0023585149888475376
Z_noise1,Z_noise2,4,5,5,5,0.4951914593304987,0.4949648810365511,-0.0002265782939475658
Z_noise1,Z_noise3,4,6,5,5,0.49522715199763334,0.4960023106625696,0.0007751586649362707
Z_noise2,X_causal,5,0,5,5,0.4949832575998609,0.4941028035678238,-0.0008804540320370702
Z_noise2,X_conf,5,1,5,5,0.44888168559960323,0.49665655194343683,0.0477748663438336
Z_noise2,X_syn1,5,2,5,5,0.4952972770784156,0.4949680188267581,-0.0003292582516574716
Z_noise2,X_syn2,5,3,5,5,0.4996341025520143,0.4996728556519566,3.875309994233467e-05
Z_noise2,Z_noise1,5,4,5,5,0.4952635872397318,0.49766575240257593,0.0024021651628441387
Z_noise2,Z_noise3,5,6,5,5,0.49699490072667873,0.4971109216817261,0.00011602095504736898
Z_noise3,X_causal,6,0,5,5,0.49309435443191885,0.497341656362967,0.004247301931048164
Z_noise3,X_conf,6,1,5,5,0.4503984695860538,0.49524461126949537,0.04484614168344159
Z_noise3,X_syn1,6,2,5,5,0.4965254474065773,0.49473491373965944,-0.0017905336669178373
Z_noise3,X_syn2,6,3,5,5,0.49696500366315344,0.4959615113274277,-0.0010034923357257197
Z_noise3,Z_noise1,6,4,5,5,0.494990733576258,0.49673185118051544,0.0017411176042574361
Z_noise3,Z_noise2,6,5,5,5,0.49698597083759044,0.49393141349837133,-0.0030545573392191105
X_causal,X_conf,0,1,5,6,0.45052994498317545,0.4993745319695512,0.04884458698637578
X_causal,X_syn1,0,2,5,6,0.49942187699936896,0.5000642443992054,0.0006423673998364188
X_causal,X_syn2,0,3,5,6,0.49846698784260596,0.4976803328725313,-0.000786654970074685
X_causal,Z_noise1,0,4,5,6,0.5001083621677233,0.5012692317782027,0.0011608696104794536
X_causal,Z_noise2,0,5,5,6,0.5010832162647058,0.4972266930093585,-0.003856523255347244
X_causal,Z_noise3,0,6,5,6,0.49920727948790966,0.49678507708452097,-0.0024222024033886957
X_conf,X_causal,1,0,5,6,0.45072486967491354,0.4510571330548342,0.0003322633799206498
X_conf,X_syn1,1,2,5,6,0.45119405035111854,0.4492929006298484,-0.0019011497212701456
X_conf,X_syn2,1,3,5,6,0.4524597076101645,0.449722262701701,-0.0027374449084635044
X_conf,Z_noise1,1,4,5,6,0.4534217537525411,0.45468532167664794,0.001263567924106812
X_conf,Z_noise2,1,5,5,6,0.4511835047078672,0.4491232411258244,-0.0020602635820428095
X_conf,Z_noise3,1,6,5,6,0.45094805692289025,0.4501005138427059,-0.0008475430801843653
X_syn1,X_causal,2,0,5,6,0.5000206333586168,0.49910326586891945,-0.0009173674896973405
X_syn1,X_conf,2,1,5,6,0.45076893096239606,0.49713955018474887,0.046370619222352805
X_syn1,X_syn2,2,3,5,6,0.47599883245445146,0.4975377894666039,0.021538957012152415
X_syn1,Z_noise1,2,4,5,6,0.4960481128522664,0.49537562940433233,-0.0006724834479340802
X_syn1,Z_noise2,2,5,5,6,0.49813142687337486,0.49427769067159955,-0.003853736201775315
X_syn1,Z_noise3,2,6,5,6,0.49740381966602304,0.4946684625335815,-0.0027353571324415515
X_syn2,X_causal,3,0,5,6,0.499337201252525,0.4980037021932282,-0.0013334990592968055
X_syn2,X_conf,3,1,5,6,0.45175359076716687,0.49669113558877365,0.04493754482160678
X_syn2,X_syn1,3,2,5,6,0.47543714311892277,0.4970095453539356,0.021572402235012833
X_syn2,Z_noise1,3,4,5,6,0.4998458249983566,0.4993089318836449,-0.0005368931147117229
X_syn2,Z_noise2,3,5,5,6,0.498880155265737,0.49913861286980965,0.0002584576040726705
X_syn2,Z_noise3,3,6,5,6,0.5001865316780711,0.4959711734322902,-0.0042153582457809535
Z_noise1,X_causal,4,0,5,6,0.5004525202996742,0.498570772700185,-0.0018817475994892252
Z_noise1,X_conf,4,1,5,6,0.4530922970564339,0.5003980986331468,0.04730580157671288
Z_noise1,X_syn1,4,2,5,6,0.49590243546015017,0.5013595298375508,0.005457094377400662
Z_noise1,X_syn2,4,3,5,6,0.49973851832231797,0.5001725186456379,0.00043400032331997185
Z_noise1,Z_noise2,4,5,5,6,0.5008061086221072,0.49615071928889487,-0.004655389333212301
Z_noise1,Z_noise3,4,6,5,6,0.49804941850365425,0.49624227502474944,-0.0018071434789048157
Z_noise2,X_causal,5,0,5,6,0.5009572037009006,0.4993097495413146,-0.0016474541595860037
Z_noise2,X_conf,5,1,5,6,0.4513864209107639,0.500085022535967,0.048698601625203064
Z_noise2,X_syn1,5,2,5,6,0.49837769463084697,0.49772565613214254,-0.0006520384987044325
Z_noise2,X_syn2,5,3,5,6,0.4984739891096963,0.4989570138478763,0.00048302473817996017
Z_noise2,Z_noise1,5,4,5,6,0.5009055156481171,0.5010010530594555,9.553741133838667e-05
Z_noise2,Z_noise3,5,6,5,6,0.4977145742115799,0.4995414247289057,0.0018268505173258398
Z_noise3,X_causal,6,0,5,6,0.4991209542000186,0.4966599818266702,-0.0024609723733484135
Z_noise3,X_conf,6,1,5,6,0.451669970883254,0.49914138707691147,0.04747141619365747
Z_noise3,X_syn1,6,2,5,6,0.49698686544308934,0.4950750197793135,-0.0019118456637758352
Z_noise3,X_syn2,6,3,5,6,0.5002448061719602,0.49759951543602077,-0.002645290735939443
Z_noise3,Z_noise1,6,4,5,6,0.49786723050841053,0.5002275843581229,0.0023603538497123377
Z_noise3,Z_noise2,6,5,5,6,0.49829163983421826,0.49786044265270446,-0.00043119718151379827
X_causal,X_conf,0,1,5,7,0.46459639196215147,0.49938415937021763,0.03478776740806616
X_causal,X_syn1,0,2,5,7,0.4974664502720135,0.49803037743165424,0.0005639271596407092
X_causal,X_syn2,0,3,5,7,0.49549276672817405,0.49588059061000817,0.0003878238818341151
X_causal,Z_noise1,0,4,5,7,0.498975931326619,0.49753227833425684,-0.0014436529923621544
X_causal,Z_noise2,0,5,5,7,0.49614059013013995,0.4967185716047347,0.0005779814745947576
X_causal,Z_noise3,0,6,5,7,0.495822229317703,0.4963072559247813,0.00048502660707833156
X_conf,X_causal,1,0,5,7,0.46476039156124344,0.4660318447949951,0.0012714532337516626
X_conf,X_syn1,1,2,5,7,0.4631969424042617,0.4616100732540359,-0.001586869150225767
X_conf,X_syn2,1,3,5,7,0.4627388658080357,0.46356989724519987,0.0008310314371641758
X_conf,Z_noise1,1,4,5,7,0.4645445396409656,0.46305486023114634,-0.0014896794098192556
X_conf,Z_noise2,1,5,5,7,0.46346730308860984,0.4650176096498093,0.001550306561199477
X_conf,Z_noise3,1,6,5,7,0.46450123916621144,0.4631974652186367,-0.001303773947574749
X_syn1,X_causal,2,0,5,7,0.4971849400887397,0.4993224543912045,0.0021375143024647825
X_syn1,X_conf,2,1,5,7,0.4634361618184529,0.4993460921446497,0.035909930326196826
X_syn1,X_syn2,2,3,5,7,0.45242998151988134,0.49476189122168335,0.042331909701802006
X_syn1,Z_noise1,2,4,5,7,0.496303334186805,0.4977439090412285,0.0014405748544235042
X_syn1,Z_noise2,2,5,5,7,0.49751537178591576,0.49581294291370237,-0.0017024288722133907
X_syn1,Z_noise3,2,6,5,7,0.5000459636788728,0.495083574776441,-0.00496238890243178
X_syn2,X_causal,3,0,5,7,0.49533821541291595,0.49857269863110903,0.003234483218193085
X_syn2,X_conf,3,1,5,7,0.4624452988188529,0.498361831395307,0.03591653257645411
X_syn2,X_syn1,3,2,5,7,0.45171609200347107,0.4976770085503221,0.04596091654685103
X_syn2,Z_noise1,3,4,5,7,0.49801515622986847,0.4963931727685008,-0.0016219834613676598
X_syn2,Z_noise2,3,5,5,7,0.49660208692772245,0.495999955654541,-0.0006021312731814277
X_syn2,Z_noise3,3,6,5,7,0.49905042792801657,0.4963036307291812,-0.00274679719883536
Z_noise1,X_causal,4,0,5,7,0.49890366297798144,0.5020220885744979,0.003118425596516483
Z_noise1,X_conf,4,1,5,7,0.4640708478344365,0.5000372159320159,0.035966368097579415
Z_noise1,X_syn1,4,2,5,7,0.4971734385926624,0.5002358601786061,0.00306242158594372
Z_noise1,X_syn2,4,3,5,7,0.4977891315060276,0.4986142164830253,0.0008250849769976809
Z_noise1,Z_noise2,4,5,5,7,0.49894944765522453,0.49672223209188154,-0.002227215563342988
Z_noise1,Z_noise3,4,6,5,7,0.4994420665085468,0.4978888000901277,-0.0015532664184190748
Z_noise2,X_causal,5,0,5,7,0.49600937630284253,0.5005074363712505,0.004498060068407972
Z_noise2,X_conf,5,1,5,7,0.4634086632648718,0.49848306705199236,0.03507440378712057
Z_noise2,X_syn1,5,2,5,7,0.49763904653786073,0.496982727261277,-0.0006563192765837167
Z_noise2,X_syn2,5,3,5,7,0.49679494475776936,0.4948218528772731,-0.0019730918804962694
Z_noise2,Z_noise1,5,4,5,7,0.49852467994674415,0.497734271181316,-0.00079040876542813
Z_noise2,Z_noise3,5,6,5,7,0.49785418189382835,0.4976838568198985,-0.00017032507392983343
Z_noise3,X_causal,6,0,5,7,0.49601565191855784,0.5014311646126245,0.005415512694066649
Z_noise3,X_conf,6,1,5,7,0.46488739186632405,0.4976294228265091,0.032742030960185076
Z_noise3,X_syn1,6,2,5,7,0.4992670828432126,0.49895503469534164,-0.0003120481478709469
Z_noise3,X_syn2,6,3,5,7,0.49828150924391373,0.4952971834201135,-0.00298432582380026
Z_noise3,Z_noise1,6,4,5,7,0.4999337293105914,0.5008422682909763,0.0009085389803849542
Z_noise3,Z_noise2,6,5,5,7,0.4979502815619519,0.49912455497583813,0.0011742734138862065
X_causal,X_conf,0,1,5,8,0.4427782462736499,0.49942606381747573,0.05664781754382581
X_causal,X_syn1,0,2,5,8,0.49951274279420754,0.4958175380968603,-0.003695204697347243
X_causal,X_syn2,0,3,5,8,0.49907743756469963,0.49785809800178343,-0.0012193395629161996
X_causal,Z_noise1,0,4,5,8,0.4981108066106186,0.49655851246384075,-0.0015522941467778217
X_causal,Z_noise2,0,5,5,8,0.49949595718977885,0.496339462426275,-0.0031564947635038254
X_causal,Z_noise3,0,6,5,8,0.4975415382849139,0.49887861574710535,0.0013370774621914716
X_conf,X_causal,1,0,5,8,0.4430332965990204,0.44489470294897976,0.0018614063499593492
X_conf,X_syn1,1,2,5,8,0.442735844657466,0.4412340941314912,-0.0015017505259748432
X_conf,X_syn2,1,3,5,8,0.4435010634120301,0.4428579091360251,-0.0006431542760050313
X_conf,Z_noise1,1,4,5,8,0.438414970409739,0.4426860546645289,0.0042710842547899475
X_conf,Z_noise2,1,5,5,8,0.44510494251117416,0.4449525337349855,-0.00015240877618866167
X_conf,Z_noise3,1,6,5,8,0.44157481441659663,0.44258921468595597,0.001014400269359339
X_syn1,X_causal,2,0,5,8,0.49929959236011,0.49873630206929703,-0.0005632902908129789
X_syn1,X_conf,2,1,5,8,0.44127980166674385,0.4976668284761777,0.05638702680943386
X_syn1,X_syn2,2,3,5,8,0.4744738453052161,0.49808361381357835,0.023609768508362272
X_syn1,Z_noise1,2,4,5,8,0.49639010539940887,0.49799760395608467,0.0016074985566758015
X_syn1,Z_noise2,2,5,5,8,0.49841733441117775,0.4971331621187505,-0.0012841722924272214
X_syn1,Z_noise3,2,6,5,8,0.4963348287411643,0.4954077298396311,-0.0009270989015331965
X_syn2,X_causal,3,0,5,8,0.4989596269660501,0.49864257560924524,-0.00031705135680487606
X_syn2,X_conf,3,1,5,8,0.4433911689653463,0.4987504353216473,0.05535926635630101
X_syn2,X_syn1,3,2,5,8,0.47428856414903914,0.4973621453437552,0.023073581194716086
X_syn2,Z_noise1,3,4,5,8,0.49721472194463207,0.4973864240184748,0.00017170207384276104
X_syn2,Z_noise2,3,5,5,8,0.49829314221022086,0.4978426822380622,-0.00045045997215864553
X_syn2,Z_noise3,3,6,5,8,0.49691653088210913,0.49540396510629975,-0.0015125657758093825
Z_noise1,X_causal,4,0,5,8,0.4981448366946895,0.4964842635751831,-0.0016605731195064033
Z_noise1,X_conf,4,1,5,8,0.4385144281891501,0.4959179563125059,0.05740352812335581
Z_noise1,X_syn1,4,2,5,8,0.4966329906982684,0.4954878484509218,-0.0011451422473465755
Z_noise1,X_syn2,4,3,5,8,0.49743343385328453,0.49434179898894515,-0.0030916348643393876
Z_noise1,Z_noise2,4,5,5,8,0.49638901696998167,0.4953940886622281,-0.000994928307753551
Z_noise1,Z_noise3,4,6,5,8,0.49358053144593356,0.4946725375233746,0.0010920060774410323
Z_noise2,X_causal,5,0,5,8,0.49927038799898016,0.4984206987374909,-0.0008496892614892615
Z_noise2,X_conf,5,1,5,8,0.44493640489774977,0.49871549884126354,0.05377909394351377
Z_noise2,X_syn1,5,2,5,8,0.49886916764646994,0.49650932006836096,-0.0023598475781089756
Z_noise2,X_syn2,5,3,5,8,0.4990842880018575,0.4983468534862861,-0.0007374345155714002
Z_noise2,Z_noise1,5,4,5,8,0.4961562376308001,0.4980363728804025,0.0018801352496023993
Z_noise2,Z_noise3,5,6,5,8,0.4967105683295666,0.49721488867540026,0.000504320345833642
Z_noise3,X_causal,6,0,5,8,0.49751478621739637,0.4968256329649661,-0.0006891532524302413
Z_noise3,X_conf,6,1,5,8,0.44119537815048654,0.49797240946560517,0.05677703131511863
Z_noise3,X_syn1,6,2,5,8,0.49683132243160844,0.49698967303161967,0.00015835060001123669
Z_noise3,X_syn2,6,3,5,8,0.4967334025327975,0.49600097155605,-0.0007324309767475223
Z_noise3,Z_noise1,6,4,5,8,0.4931835622434227,0.49482809017320173,0.0016445279297790383
Z_noise3,Z_noise2,6,5,5,8,0.4961089111560422,0.4962769864021251,0.00016807524608286606
X_causal,X_conf,0,1,5,9,0.44822418990728496,0.49645546126051565,0.04823127135323069
X_causal,X_syn1,0,2,5,9,0.4979278275390965,0.49281727514923307,-0.00511055238986341
X_causal,X_syn2,0,3,5,9,0.49543567115127346,0.49574364613578814,0.00030797498451468064
X_causal,Z_noise1,0,4,5,9,0.49743732821805614,0.49960538950059147,0.0021680612825353274
X_causal,Z_noise2,0,5,5,9,0.4961054307942785,0.49923440310133943,0.00312897230706094
X_causal,Z_noise3,0,6,5,9,0.4967657359116076,0.4976734291262183,0.0009076932146107053
X_conf,X_causal,1,0,5,9,0.4480876095933725,0.4490631223800354,0.0009755127866628577
X_conf,X_syn1,1,2,5,9,0.4460990457035395,0.4482296697107073,0.0021306240071678473
X_conf,X_syn2,1,3,5,9,0.45006380429527715,0.4507015097048039,0.0006377054095267343
X_conf,Z_noise1,1,4,5,9,0.4498778840661324,0.44779614973949716,-0.0020817343266352206
X_conf,Z_noise2,1,5,5,9,0.4487524984464843,0.45132835011575045,0.0025758516692661604
X_conf,Z_noise3,1,6,5,9,0.45015371578948193,0.44715221685256284,-0.003001498936919089
X_syn1,X_causal,2,0,5,9,0.4979111395327977,0.49676477188329193,-0.001146367649505764
X_syn1,X_conf,2,1,5,9,0.4460142202750447,0.4955543520195965,0.049540131744551796
X_syn1,X_syn2,2,3,5,9,0.46869426399019376,0.49611150085699424,0.027417236866800476
X_syn1,Z_noise1,2,4,5,9,0.4967108961570884,0.4983397151000931,0.0016288189430047062
X_syn1,Z_noise2,2,5,5,9,0.49653237820607493,0.49730596776041314,0.0007735895543382054
X_syn1,Z_noise3,2,6,5,9,0.4958168619057607,0.49542488000958007,-0.0003919818961806154
X_syn2,X_causal,3,0,5,9,0.49570324028440405,0.4957712276988383,6.798741443425627e-05
X_syn2,X_conf,3,1,5,9,0.45031755444826765,0.4960257723828684,0.045708217934600726
X_syn2,X_syn1,3,2,5,9,0.46947225484616795,0.495280395783714,0.025808140937546076
X_syn2,Z_noise1,3,4,5,9,0.49658286954683906,0.500015142832755,0.003432273285915999
X_syn2,Z_noise2,3,5,5,9,0.496184223716456,0.498584955879172,0.002400732162716024
X_syn2,Z_noise3,3,6,5,9,0.496229218198937,0.49787162168516774,0.0016424034862307368
Z_noise1,X_causal,4,0,5,9,0.4973040654145397,0.4998242757498349,0.0025202103352952032
Z_noise1,X_conf,4,1,5,9,0.45056959010962666,0.498256632615405,0.04768704250577832
Z_noise1,X_syn1,4,2,5,9,0.4967026211771531,0.4972054284038962,0.0005028072267431183
Z_noise1,X_syn2,4,3,5,9,0.49620871543696665,0.4980018691652871,0.0017931537283204513
Z_noise1,Z_noise2,4,5,5,9,0.49939509327869624,0.4991944763078489,-0.00020061697084733376
Z_noise1,Z_noise3,4,6,5,9,0.49912239290722477,0.4979400155898431,-0.0011823773173816887
Z_noise2,X_causal,5,0,5,9,0.49606043998458726,0.4945391079486989,-0.0015213320358883897
Z_noise2,X_conf,5,1,5,9,0.4482719365102703,0.49734214835135826,0.04907021184108795
Z_noise2,X_syn1,5,2,5,9,0.49642650465910726,0.49767243007751716,0.001245925418409899
Z_noise2,X_syn2,5,3,5,9,0.49610896998513304,0.49670881636419606,0.0005998463790630182
Z_noise2,Z_noise1,5,4,5,9,0.49968256929259147,0.4976662099067248,-0.002016359385866695
Z_noise2,Z_noise3,5,6,5,9,0.4958284027770374,0.4963869558497051,0.0005585530726677224
Z_noise3,X_causal,6,0,5,9,0.4965156893906486,0.4963334192017174,-0.0001822701889311884
Z_noise3,X_conf,6,1,5,9,0.44978907226752246,0.4962223991652707,0.04643332689774826
Z_noise3,X_syn1,6,2,5,9,0.49599266918700524,0.4966232277689013,0.0006305585818960346
Z_noise3,X_syn2,6,3,5,9,0.4957982308498828,0.4944299540602591,-0.0013682767896237014
Z_noise3,Z_noise1,6,4,5,9,0.49979019272014,0.5030954981364019,0.003305305416261839
Z_noise3,Z_noise2,6,5,5,9,0.49581830277996713,0.49706779283458746,0.001249490054620328
X_causal,X_conf,0,1,6,0,0.44926048600247703,0.49739615233442824,0.04813566633195121
X_causal,X_syn1,0,2,6,0,0.4976425025658122,0.5005972334304508,0.0029547308646385995
X_causal,X_syn2,0,3,6,0,0.4977191335513759,0.4973429964504394,-0.0003761371009365355
X_causal,Z_noise1,0,4,6,0,0.49595920892712214,0.49606583845806246,0.00010662953094031646
X_causal,Z_noise2,0,5,6,0,0.4964673872366727,0.5011309597785164,0.004663572541843686
X_causal,Z_noise3,0,6,6,0,0.49750804945117666,0.49590537313256966,-0.0016026763186069992
X_conf,X_causal,1,0,6,0,0.4493710951412988,0.4473181566610208,-0.002052938480277988
X_conf,X_syn1,1,2,6,0,0.44205892122058804,0.4495860895354358,0.007527168314847732
X_conf,X_syn2,1,3,6,0,0.4458205229640816,0.4463786213778154,0.0005580984137338318
X_conf,Z_noise1,1,4,6,0,0.4437590409313693,0.4430076793862088,-0.0007513615451605338
X_conf,Z_noise2,1,5,6,0,0.4459195346717552,0.44649729942369343,0.0005777647519382145
X_conf,Z_noise3,1,6,6,0,0.4452076819509594,0.4474841166773423,0.002276434726382892
X_syn1,X_causal,2,0,6,0,0.4970799214599169,0.49637623432885664,-0.0007036871310602821
X_syn1,X_conf,2,1,6,0,0.4424467968215631,0.4946687957529523,0.05222199893138918
X_syn1,X_syn2,2,3,6,0,0.4609675541209802,0.49711897124958465,0.036151417128604424
X_syn1,Z_noise1,2,4,6,0,0.49395010835348574,0.4960154978389122,0.00206538948542645
X_syn1,Z_noise2,2,5,6,0,0.4968619067063945,0.4982807790534963,0.0014188723471018072
X_syn1,Z_noise3,2,6,6,0,0.49802655331550366,0.4975074553820808,-0.0005190979334228629
X_syn2,X_causal,3,0,6,0,0.4979110601065235,0.4969109808773337,-0.0010000792291897653
X_syn2,X_conf,3,1,6,0,0.4456554180608911,0.49673392349785256,0.05107850543696146
X_syn2,X_syn1,3,2,6,0,0.4609744615586869,0.49820273810388754,0.03722827654520067
X_syn2,Z_noise1,3,4,6,0,0.49483365482902275,0.4963910756352754,0.0015574208062526518
X_syn2,Z_noise2,3,5,6,0,0.4981103994555273,0.49780360488432635,-0.00030679457120097453
X_syn2,Z_noise3,3,6,6,0,0.4991107618416015,0.4957121892466571,-0.0033985725949444157
Z_noise1,X_causal,4,0,6,0,0.4962736017389028,0.4954947072063327,-0.0007788945325700736
Z_noise1,X_conf,4,1,6,0,0.4443600788058424,0.49555218258215505,0.05119210377631267
Z_noise1,X_syn1,4,2,6,0,0.49438764285730347,0.4970097751700159,0.0026221323127124108
Z_noise1,X_syn2,4,3,6,0,0.49441915932810193,0.4981176589936649,0.00369849966556296
Z_noise1,Z_noise2,4,5,6,0,0.49792855041206274,0.49733536657818284,-0.0005931838338799067
Z_noise1,Z_noise3,4,6,6,0,0.5001250631639144,0.49684074210438006,-0.003284321059534301
Z_noise2,X_causal,5,0,6,0,0.4960061457493331,0.49706136854826405,0.0010552227989309437
Z_noise2,X_conf,5,1,6,0,0.4457099927472784,0.4973645167888868,0.05165452404160842
Z_noise2,X_syn1,5,2,6,0,0.4976240537068285,0.5012432591457567,0.0036192054389282413
Z_noise2,X_syn2,5,3,6,0,0.4981092441163898,0.49873131290423595,0.0006220687878461528
Z_noise2,Z_noise1,5,4,6,0,0.49723950938403855,0.49632332147705593,-0.0009161879069826129
Z_noise2,Z_noise3,5,6,6,0,0.4989859046626119,0.4970043160659918,-0.0019815885966200653
Z_noise3,X_causal,6,0,6,0,0.497845766701817,0.4956419349164624,-0.002203831785354604
Z_noise3,X_conf,6,1,6,0,0.4460299767152378,0.4984414536311629,0.05241147691592507
Z_noise3,X_syn1,6,2,6,0,0.49783726136874584,0.4995148031047526,0.0016775417360067602
Z_noise3,X_syn2,6,3,6,0,0.498984373198099,0.498612905030794,-0.0003714681673050446
Z_noise3,Z_noise1,6,4,6,0,0.499742548113689,0.4980849872212517,-0.001657560892437293
Z_noise3,Z_noise2,6,5,6,0,0.4984958444431936,0.49869999456367337,0.00020415012047975134
X_causal,X_conf,0,1,6,1,0.4436678588421322,0.4973863856229485,0.05371852678081629
X_causal,X_syn1,0,2,6,1,0.49771242083733497,0.4959288091421568,-0.0017836116951781555
X_causal,X_syn2,0,3,6,1,0.49628493246026223,0.4947855659662459,-0.0014993664940163298
X_causal,Z_noise1,0,4,6,1,0.4983083296716977,0.4958944482550003,-0.0024138814166974054
X_causal,Z_noise2,0,5,6,1,0.49530556921285346,0.4983529306862699,0.0030473614734164434
X_causal,Z_noise3,0,6,6,1,0.49559689074075997,0.496519143822432,0.000922253081672042
X_conf,X_causal,1,0,6,1,0.4427112195007916,0.44301063475751,0.00029941525671839386
X_conf,X_syn1,1,2,6,1,0.43907556769982253,0.4398483383273045,0.000772770627481989
X_conf,X_syn2,1,3,6,1,0.44168067256797433,0.4409379203723916,-0.0007427521955827299
X_conf,Z_noise1,1,4,6,1,0.4430655655177844,0.438364266147382,-0.004701299370402423
X_conf,Z_noise2,1,5,6,1,0.44166810883130464,0.444913331256045,0.003245222424740346
X_conf,Z_noise3,1,6,6,1,0.44411013022410123,0.4390506607555494,-0.005059469468551847
X_syn1,X_causal,2,0,6,1,0.49790965086995764,0.49918044059709393,0.00127078972713629
X_syn1,X_conf,2,1,6,1,0.439810277598145,0.49691540134602347,0.05710512374787846
X_syn1,X_syn2,2,3,6,1,0.4724196044977262,0.49645238112096995,0.024032776623243768
X_syn1,Z_noise1,2,4,6,1,0.4984517116285703,0.49845930630496976,7.594676399436118e-06
X_syn1,Z_noise2,2,5,6,1,0.49544686225058937,0.49978507142914497,0.0043382091785555965
X_syn1,Z_noise3,2,6,6,1,0.4992343753443039,0.49763521081882034,-0.0015991645254835873
X_syn2,X_causal,3,0,6,1,0.4965263749473075,0.4987650722338709,0.002238697286563396
X_syn2,X_conf,3,1,6,1,0.44198588568105257,0.49772558796563227,0.055739702284579695
X_syn2,X_syn1,3,2,6,1,0.4730140636328441,0.49884588966200505,0.025831826029160954
X_syn2,Z_noise1,3,4,6,1,0.4993002533138173,0.49911390422199775,-0.00018634909181952652
X_syn2,Z_noise2,3,5,6,1,0.49569079509635017,0.5007209060109946,0.005030110914644448
X_syn2,Z_noise3,3,6,6,1,0.500382550153698,0.5004654656920726,8.291553837458387e-05
Z_noise1,X_causal,4,0,6,1,0.4985538699057762,0.49407831480166214,-0.004475555104114071
Z_noise1,X_conf,4,1,6,1,0.4430892484636492,0.4959186851247412,0.052829436661091966
Z_noise1,X_syn1,4,2,6,1,0.49854033775323653,0.49514249632425755,-0.003397841428978976
Z_noise1,X_syn2,4,3,6,1,0.49918459015010724,0.49713707239886795,-0.0020475177512392917
Z_noise1,Z_noise2,4,5,6,1,0.495320742253559,0.4979215728949444,0.0026008306413853877
Z_noise1,Z_noise3,4,6,6,1,0.49713995096201097,0.49556327650381926,-0.001576674458191707
Z_noise2,X_causal,5,0,6,1,0.4954235767463644,0.4939020808821802,-0.001521495864184208
Z_noise2,X_conf,5,1,6,1,0.4409488619861562,0.49680098014579555,0.05585211815963936
Z_noise2,X_syn1,5,2,6,1,0.4957224890368592,0.4953235658014025,-0.00039892323545670516
Z_noise2,X_syn2,5,3,6,1,0.49542506382973156,0.495368837480894,-5.62263488375625e-05
