context_feature,target_feature,context_idx,target_idx,repeat,fold,rmse_full,rmse_probe,delta_rmse
X_syn1,X_syn2,2,3,0,3,0.4771564579489138,0.49467500228662464,0.01751854433771083
X_syn1,Z_noise1,2,4,0,3,0.49425117411640757,0.49521152166667515,0.0009603475502675818
X_syn1,Z_noise2,2,5,0,3,0.49415832700856993,0.494967736413406,0.0008094094048360922
X_syn1,Z_noise3,2,6,0,3,0.497256261286551,0.497798959105318,0.000542697818767035
X_syn2,X_causal,3,0,0,3,0.4979766325727893,0.4966011028910238,-0.0013755296817654639
X_syn2,X_conf,3,1,0,3,0.4441654995668088,0.4978158549075462,0.05365035534073742
X_syn2,X_syn1,3,2,0,3,0.47686259246368545,0.49553900298223497,0.018676410518549513
X_syn2,Z_noise1,3,4,0,3,0.49774916247169876,0.4966540212766382,-0.001095141195060545
X_syn2,Z_noise2,3,5,0,3,0.4950135879073076,0.4960863524666228,0.001072764559315209
X_syn2,Z_noise3,3,6,0,3,0.4976054698458643,0.4987636450992434,0.0011581752533791345
Z_noise1,X_causal,4,0,0,3,0.49544095312649633,0.494638324686214,-0.000802628440282338
Z_noise1,X_conf,4,1,0,3,0.44239839722667806,0.4947181013850067,0.05231970415832865
Z_noise1,X_syn1,4,2,0,3,0.4939309242103027,0.4973242269289065,0.0033933027186037745
Z_noise1,X_syn2,4,3,0,3,0.4972328335787342,0.4967296314291262,-0.0005032021496080286
Z_noise1,Z_noise2,4,5,0,3,0.49425925404839893,0.4975150847455513,0.003255830697152351
Z_noise1,Z_noise3,4,6,0,3,0.49653644807770114,0.49453125232115785,-0.0020051957565432876
Z_noise2,X_causal,5,0,0,3,0.4968861324727892,0.4961880698887033,-0.0006980625840858901
Z_noise2,X_conf,5,1,0,3,0.44318337117465617,0.4958158956870493,0.05263252451239314
Z_noise2,X_syn1,5,2,0,3,0.49419247666624877,0.497044234786279,0.0028517581200302455
Z_noise2,X_syn2,5,3,0,3,0.4955326019362052,0.4947910855301115,-0.0007415164060937118
Z_noise2,Z_noise1,5,4,0,3,0.4943307697087072,0.495868357764574,0.0015375880558667898
Z_noise2,Z_noise3,5,6,0,3,0.4957302382154572,0.49763158602158675,0.0019013478061295497
Z_noise3,X_causal,6,0,0,3,0.4955822615454942,0.49734225061246407,0.0017599890669698914
Z_noise3,X_conf,6,1,0,3,0.44606969435956956,0.5003425798706855,0.054272885511115976
Z_noise3,X_syn1,6,2,0,3,0.49699770554266604,0.49744287450776253,0.0004451689650964985
Z_noise3,X_syn2,6,3,0,3,0.4978043784054181,0.49648262089764655,-0.001321757507771526
Z_noise3,Z_noise1,6,4,0,3,0.4966010633348116,0.49754524462081134,0.0009441812859997678
Z_noise3,Z_noise2,6,5,0,3,0.4951778424978048,0.4972396655231674,0.002061823025362619
X_causal,X_conf,0,1,0,4,0.4407711032160473,0.49505859302245897,0.05428748980641168
X_causal,X_syn1,0,2,0,4,0.4974580532626605,0.49573598099077987,-0.001722072271880648
X_causal,X_syn2,0,3,0,4,0.49678363537859865,0.49595615810844795,-0.0008274772701507005
X_causal,Z_noise1,0,4,0,4,0.4960919869048185,0.4942167410329835,-0.001875245871834963
X_causal,Z_noise2,0,5,0,4,0.4938963529390184,0.4969275233542647,0.0030311704152463093
X_causal,Z_noise3,0,6,0,4,0.49344847721394125,0.49540304977300603,0.0019545725590647822
X_conf,X_causal,1,0,0,4,0.44070926501855745,0.437642860632608,-0.0030664043859494616
X_conf,X_syn1,1,2,0,4,0.43910620342327805,0.440947925416812,0.0018417219935339402
X_conf,X_syn2,1,3,0,4,0.4398049267940279,0.4377330584783883,-0.0020718683156396023
X_conf,Z_noise1,1,4,0,4,0.43907879988714243,0.4401484573241029,0.0010696574369604694
X_conf,Z_noise2,1,5,0,4,0.4394911786320978,0.44249207665132156,0.0030008980192237633
X_conf,Z_noise3,1,6,0,4,0.4405430178852511,0.43338238594935874,-0.0071606319358923365
X_syn1,X_causal,2,0,0,4,0.4972491303187075,0.49675332635897107,-0.0004958039597364183
X_syn1,X_conf,2,1,0,4,0.44024208607068616,0.49689699395530307,0.05665490788461691
X_syn1,X_syn2,2,3,0,4,0.47322748975894147,0.49821275263404297,0.0249852628751015
X_syn1,Z_noise1,2,4,0,4,0.49391187464320313,0.4963900867282838,0.0024782120850806444
X_syn1,Z_noise2,2,5,0,4,0.4971361122871319,0.49328583691491756,-0.003850275372214329
X_syn1,Z_noise3,2,6,0,4,0.4978617016966157,0.4976740079600889,-0.0001876937365267728
X_syn2,X_causal,3,0,0,4,0.4966214781990103,0.49901649775621904,0.002395019557208722
X_syn2,X_conf,3,1,0,4,0.43966102637838633,0.4986638751805398,0.05900284880215345
X_syn2,X_syn1,3,2,0,4,0.47354261842297557,0.49723906442385635,0.023696446000880778
X_syn2,Z_noise1,3,4,0,4,0.4958696292709493,0.49759992774224615,0.0017302984712968539
X_syn2,Z_noise2,3,5,0,4,0.49925603788465045,0.49613962471630135,-0.003116413168349097
X_syn2,Z_noise3,3,6,0,4,0.4983609841659881,0.4973055255301096,-0.0010554586358785256
Z_noise1,X_causal,4,0,0,4,0.4962669112075019,0.49571401829923173,-0.0005528929082701528
Z_noise1,X_conf,4,1,0,4,0.4389683932424441,0.4928499104158231,0.05388151717337902
Z_noise1,X_syn1,4,2,0,4,0.4936321906478999,0.49855660620455317,0.004924415556653239
Z_noise1,X_syn2,4,3,0,4,0.49563415907462477,0.4941982886606648,-0.0014358704139599832
Z_noise1,Z_noise2,4,5,0,4,0.4983036432744425,0.4952803538096002,-0.0030232894648422604
Z_noise1,Z_noise3,4,6,0,4,0.4967254818369307,0.49710294079295586,0.0003774589560251451
Z_noise2,X_causal,5,0,0,4,0.49460485338481086,0.4970552147993303,0.002450361414519431
Z_noise2,X_conf,5,1,0,4,0.4394729405860031,0.49535704869144603,0.05588410810544292
Z_noise2,X_syn1,5,2,0,4,0.4970929315313177,0.4969667498015094,-0.00012618172980832787
Z_noise2,X_syn2,5,3,0,4,0.4984359701311493,0.4958653899155827,-0.002570580215566609
Z_noise2,Z_noise1,5,4,0,4,0.4983680770213066,0.49829335793878504,-7.471908252154602e-05
Z_noise2,Z_noise3,5,6,0,4,0.4967861232254816,0.49724121470442345,0.0004550914789418492
Z_noise3,X_causal,6,0,0,4,0.49314880643845227,0.49605996394670776,0.002911157508255491
Z_noise3,X_conf,6,1,0,4,0.44116898271168575,0.49571356527788185,0.0545445825661961
Z_noise3,X_syn1,6,2,0,4,0.4977879365641378,0.49492116632671673,-0.0028667702374210458
Z_noise3,X_syn2,6,3,0,4,0.4989581502818227,0.4980317462576628,-0.0009264040241599436
Z_noise3,Z_noise1,6,4,0,4,0.4970608548003681,0.4974349416704737,0.0003740868701055944
Z_noise3,Z_noise2,6,5,0,4,0.4970741620746152,0.4962048362993881,-0.0008693257752270811
X_causal,X_conf,0,1,0,5,0.45327367731555757,0.5003898022872909,0.04711612497173334
X_causal,X_syn1,0,2,0,5,0.49880690435604413,0.49615899213503184,-0.002647912221012294
X_causal,X_syn2,0,3,0,5,0.4969016480052606,0.4963752375708228,-0.0005264104344377962
X_causal,Z_noise1,0,4,0,5,0.4984304267823164,0.4971660677092009,-0.0012643590731155063
X_causal,Z_noise2,0,5,0,5,0.4949088061121953,0.4985926377830473,0.0036838316708520114
X_causal,Z_noise3,0,6,0,5,0.49969391958501425,0.4996489243703691,-4.4995214645127124e-05
X_conf,X_causal,1,0,0,5,0.4530775765090484,0.4532394007553205,0.0001618242462720909
X_conf,X_syn1,1,2,0,5,0.45224503859599585,0.45196598164158225,-0.00027905695441360345
X_conf,X_syn2,1,3,0,5,0.4524798339152427,0.4537190080452798,0.0012391741300371018
X_conf,Z_noise1,1,4,0,5,0.4522788405007208,0.45224038586926957,-3.8454631451245724e-05
X_conf,Z_noise2,1,5,0,5,0.4521213099897946,0.45135788256638154,-0.0007634274234130656
X_conf,Z_noise3,1,6,0,5,0.4537444806919303,0.45486232327920234,0.0011178425872720443
X_syn1,X_causal,2,0,0,5,0.4989601653137122,0.4954880729425909,-0.0034720923711212826
X_syn1,X_conf,2,1,0,5,0.45221430137933233,0.49701366816744824,0.04479936678811591
X_syn1,X_syn2,2,3,0,5,0.4704676874024355,0.49572877662991954,0.025261089227484046
X_syn1,Z_noise1,2,4,0,5,0.49699692886415514,0.4960143056496178,-0.0009826232145373481
X_syn1,Z_noise2,2,5,0,5,0.494949249664037,0.4962606283752362,0.0013113787111991848
X_syn1,Z_noise3,2,6,0,5,0.4974349315377414,0.49774121869741667,0.0003062871596752892
X_syn2,X_causal,3,0,0,5,0.49669862281406696,0.49848911079748126,0.0017904879834143017
X_syn2,X_conf,3,1,0,5,0.452685999227897,0.49543903902368264,0.04275303979578565
X_syn2,X_syn1,3,2,0,5,0.4708143020639498,0.4956665667072798,0.024852264643330013
X_syn2,Z_noise1,3,4,0,5,0.49665111144323065,0.49703340019160513,0.0003822887483744819
X_syn2,Z_noise2,3,5,0,5,0.49627087551496357,0.49516104223942775,-0.001109833275535821
X_syn2,Z_noise3,3,6,0,5,0.49738272303122627,0.4960941812444324,-0.0012885417867938842
Z_noise1,X_causal,4,0,0,5,0.49922716446214016,0.5006780196336826,0.0014508551715424756
Z_noise1,X_conf,4,1,0,5,0.4522120309668136,0.4992115689794903,0.0469995380126767
Z_noise1,X_syn1,4,2,0,5,0.49693896384467473,0.4959132065308391,-0.0010257573138356402
Z_noise1,X_syn2,4,3,0,5,0.49727481362045794,0.49732259795042305,4.7784329965105954e-05
Z_noise1,Z_noise2,4,5,0,5,0.49667873463895507,0.495695378868183,-0.0009833557707720764
Z_noise1,Z_noise3,4,6,0,5,0.500001296640948,0.5005081826222757,0.0005068859813277538
Z_noise2,X_causal,5,0,0,5,0.49519183139789036,0.4990002694941056,0.0038084380962152276
Z_noise2,X_conf,5,1,0,5,0.45179901219335905,0.4965929672441871,0.04479395505082806
Z_noise2,X_syn1,5,2,0,5,0.4950157576302589,0.49560555039409376,0.0005897927638348621
Z_noise2,X_syn2,5,3,0,5,0.49548340821273706,0.4928404925954904,-0.002642915617246666
Z_noise2,Z_noise1,5,4,0,5,0.4963016707404585,0.4945087678280236,-0.0017929029124348905
Z_noise2,Z_noise3,5,6,0,5,0.4957994061340171,0.49800819882747854,0.00220879269346147
Z_noise3,X_causal,6,0,0,5,0.49930973773277987,0.49650222006621647,-0.002807517666563397
Z_noise3,X_conf,6,1,0,5,0.45356220085290117,0.5005188439858373,0.04695664313293618
Z_noise3,X_syn1,6,2,0,5,0.49685604020195845,0.4973958451001282,0.0005398048981697379
Z_noise3,X_syn2,6,3,0,5,0.4979952136765131,0.49545503265156277,-0.00254018102495035
Z_noise3,Z_noise1,6,4,0,5,0.49991421472852393,0.49852083289328825,-0.0013933818352356853
Z_noise3,Z_noise2,6,5,0,5,0.4962092750177245,0.4969892498698096,0.0007799748520850858
X_causal,X_conf,0,1,0,6,0.4476180766369529,0.4961593997878319,0.048541323150879
X_causal,X_syn1,0,2,0,6,0.4973002529086975,0.49523033122682575,-0.002069921681871756
X_causal,X_syn2,0,3,0,6,0.4979289769488468,0.4993693648498557,0.0014403879010089216
X_causal,Z_noise1,0,4,0,6,0.4978207308265164,0.49565865919847646,-0.002162071628039941
X_causal,Z_noise2,0,5,0,6,0.49443212579709406,0.4952313774912077,0.0007992516941136563
X_causal,Z_noise3,0,6,0,6,0.49504808220327956,0.49657297180462623,0.0015248896013466684
X_conf,X_causal,1,0,0,6,0.44747979541221056,0.44622635782107384,-0.001253437591136719
X_conf,X_syn1,1,2,0,6,0.4428807501435124,0.4441160982211904,0.0012353480776780001
X_conf,X_syn2,1,3,0,6,0.44322844236395675,0.4432563133859352,2.787102197843172e-05
X_conf,Z_noise1,1,4,0,6,0.4460651417550969,0.44173475369295745,-0.004330388062139423
X_conf,Z_noise2,1,5,0,6,0.44405834815183876,0.4426042343901758,-0.001454113761662934
X_conf,Z_noise3,1,6,0,6,0.44395385175607743,0.4406113112926484,-0.0033425404634290223
X_syn1,X_causal,2,0,0,6,0.4966097096101298,0.49415245363909605,-0.002457255971033745
X_syn1,X_conf,2,1,0,6,0.4426255860834905,0.4967303812522256,0.054104795168735065
X_syn1,X_syn2,2,3,0,6,0.4719720053190513,0.4989418506313822,0.026969845312330876
X_syn1,Z_noise1,2,4,0,6,0.4962829054701842,0.49459440650797865,-0.0016884989622055757
X_syn1,Z_noise2,2,5,0,6,0.4965224529073557,0.4958809687548214,-0.0006414841525342885
X_syn1,Z_noise3,2,6,0,6,0.4973756643321428,0.4979138412706303,0.0005381769384875112
X_syn2,X_causal,3,0,0,6,0.49791935390100067,0.49613568076096476,-0.001783673140035913
X_syn2,X_conf,3,1,0,6,0.443316015373892,0.4955566770264936,0.052240661652601605
X_syn2,X_syn1,3,2,0,6,0.4732660714823746,0.4974159467236433,0.024149875241268715
X_syn2,Z_noise1,3,4,0,6,0.4980911973176679,0.4961494775244094,-0.0019417197932584673
X_syn2,Z_noise2,3,5,0,6,0.4990544734901597,0.4978776743411917,-0.0011767991489680107
X_syn2,Z_noise3,3,6,0,6,0.4981990517064834,0.4984257198208782,0.00022666811439481238
Z_noise1,X_causal,4,0,0,6,0.4970995244937015,0.4976896596628134,0.0005901351691119383
Z_noise1,X_conf,4,1,0,6,0.44640277914734194,0.4960915082771605,0.04968872912981853
Z_noise1,X_syn1,4,2,0,6,0.4958322484299452,0.4973853484492456,0.0015531000193003686
Z_noise1,X_syn2,4,3,0,6,0.4970893814371762,0.5006304691530892,0.003541087715912994
Z_noise1,Z_noise2,4,5,0,6,0.4965876110963464,0.49733044743738447,0.0007428363410380556
Z_noise1,Z_noise3,4,6,0,6,0.49485249703553374,0.4951083103856244,0.0002558133500906723
Z_noise2,X_causal,5,0,0,6,0.4945051673621834,0.4949915390598917,0.0004863716977082655
Z_noise2,X_conf,5,1,0,6,0.44414126790074065,0.49626253539246445,0.0521212674917238
Z_noise2,X_syn1,5,2,0,6,0.4968470486854031,0.49690946941096054,6.242072555745493e-05
Z_noise2,X_syn2,5,3,0,6,0.4993717558774048,0.49798550712428535,-0.0013862487531194345
Z_noise2,Z_noise1,5,4,0,6,0.49669139596375517,0.49575527208736414,-0.0009361238763910262
Z_noise2,Z_noise3,5,6,0,6,0.495309295759605,0.4957448794193225,0.00043558365971752
