combo,combo_size,logloss_original,logloss_null,delta,realization,has_informative,combo_type
"('$X_1$', '$X_2$')",2,0.05104220326922916,0.7031290013438013,0.6520867980745721,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$Z_{1}$')",2,0.7138489035238009,0.7021167542386818,-0.01173214928511912,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$')",2,0.7062069415068734,0.7147839083649276,0.008576966858054202,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$')",2,0.7104012149065512,0.7096381996743331,-0.0007630152322181116,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$')",2,0.7120317742086122,0.7057144453637911,-0.006317328844821057,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{5}$')",2,0.7082091769371057,0.7071809537952427,-0.0010282231418630161,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{6}$')",2,0.7108877099692609,0.6993216798447338,-0.01156603012452706,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$')",2,0.7113123263389642,0.7047224183543788,-0.006589907984585475,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$')",2,0.7060920803985798,0.7084915954576814,0.00239951505910152,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$')",2,0.7096467841094081,0.7122781938411286,0.002631409731720491,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$')",2,0.712768444695836,0.7088631231083207,-0.0039053215875153313,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{5}$')",2,0.7081725082297742,0.7124754967848994,0.004302988555125231,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{6}$')",2,0.7056643581060448,0.6914157585209733,-0.01424859958507152,0,True,"$|S \cap \{1,2\}| = 1$"
"('$Z_{1}$', '$Z_{2}$')",2,0.7062461220629546,0.7060950758237873,-0.0001510462391672851,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$')",2,0.707268032949939,0.711414240816947,0.004146207867008034,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$')",2,0.7070299583002562,0.7039629417417956,-0.0030670165584605336,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{5}$')",2,0.7087447765583802,0.7077152988712356,-0.0010294776871445643,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{6}$')",2,0.7104319795121248,0.7086552331381386,-0.001776746373986171,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$')",2,0.6989876037815427,0.7018736167651537,0.0028860129836110193,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$')",2,0.6986644494259666,0.7025271289199804,0.0038626794940137543,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{5}$')",2,0.6976148468585174,0.7087266270796697,0.011111780221152334,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{6}$')",2,0.7011053269381645,0.7077590280597776,0.00665370112161312,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$')",2,0.7044224526686579,0.7047304514560199,0.00030799878736198494,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{5}$')",2,0.7063819609880299,0.7101431244849571,0.0037611634969272334,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{6}$')",2,0.7008501187391797,0.7011292538903244,0.0002791351511447493,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{5}$')",2,0.7017585166009628,0.7034479563165906,0.0016894397156278496,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{6}$')",2,0.7061447254330112,0.7125866549849441,0.006441929551932901,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{5}$', '$Z_{6}$')",2,0.705287424756181,0.7082656823489504,0.0029782575927693733,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$X_1$', '$X_2$', '$Z_{1}$')",3,0.19251196869459644,0.6993837622823729,0.5068717935877765,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{2}$')",3,0.17841496694810804,0.6973688055429422,0.5189538385948342,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{3}$')",3,0.18050357928940583,0.7071036502176505,0.5266000709282447,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{4}$')",3,0.17655233579292504,0.7037018006137973,0.5271494648208722,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{5}$')",3,0.1772018009094622,0.6974643885836028,0.5202625876741407,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{6}$')",3,0.18537909750442666,0.7020641524456164,0.5166850549411897,0,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$Z_{1}$', '$Z_{2}$')",3,0.7032917947081052,0.6898575511877515,-0.013434243520353717,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{3}$')",3,0.7043352502083534,0.704274610199544,-6.064000880945386e-05,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{4}$')",3,0.707992706205913,0.699661605257523,-0.008331100948390069,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{5}$')",3,0.7055998404385522,0.7025250614871043,-0.0030747789514479207,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{6}$')",3,0.7039613129842022,0.7098807315462506,0.005919418562048473,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{3}$')",3,0.7014388076879647,0.7039610410344032,0.0025222333464384183,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{4}$')",3,0.7063616515667056,0.7056203474477345,-0.0007413041189711089,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{5}$')",3,0.6996416557854264,0.6918440315140337,-0.007797624271392634,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{6}$')",3,0.7032901967462064,0.7000808264855175,-0.003209370260688904,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{4}$')",3,0.705850394905343,0.6995959451934982,-0.006254449711844745,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{5}$')",3,0.7049657496242969,0.6998856672903668,-0.0050800823339300916,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{6}$')",3,0.7047400642918954,0.7007849652554449,-0.003955099036450527,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$', '$Z_{5}$')",3,0.7040209188562028,0.7040688092203156,4.789036411279035e-05,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$', '$Z_{6}$')",3,0.7091010201271104,0.6991970877432163,-0.009903932383894087,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{5}$', '$Z_{6}$')",3,0.7048809143135433,0.699412843091403,-0.005468071222140325,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{2}$')",3,0.7034919634906383,0.7032021018791785,-0.00028986161145971856,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{3}$')",3,0.7048466654695961,0.6996785356084602,-0.005168129861135906,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{4}$')",3,0.7054540816769206,0.7094225799886451,0.003968498311724522,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{5}$')",3,0.705693559830069,0.7056858933177018,-7.666512367165979e-06,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{6}$')",3,0.7039579218685447,0.6990059759203315,-0.004951945948213132,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{3}$')",3,0.7003898983311351,0.6981998323440175,-0.002190065987117573,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{4}$')",3,0.7059575502384275,0.7090677427783046,0.003110192539877099,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{5}$')",3,0.699977026352465,0.6964883073214839,-0.0034887190309810245,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{6}$')",3,0.7027394854325959,0.7028526169849031,0.00011313155230718852,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{4}$')",3,0.7052894610783552,0.7012950207899806,-0.00399444028837459,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{5}$')",3,0.7034984237102491,0.6940452798796628,-0.009453143830586264,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{6}$')",3,0.7011081134864796,0.7039301693886774,0.002822055902197751,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$', '$Z_{5}$')",3,0.7060174140477263,0.7008191677570765,-0.0051982462906497995,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$', '$Z_{6}$')",3,0.7046380133525422,0.7072921598325875,0.0026541464800453607,0,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{5}$', '$Z_{6}$')",3,0.7030792597100441,0.7090282548008844,0.005948995090840237,0,True,"$|S \cap \{1,2\}| = 1$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{3}$')",3,0.699393161854184,0.7026934688261316,0.0033003069719476086,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{4}$')",3,0.6996515024379774,0.7021667393065109,0.002515236868533499,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{5}$')",3,0.6994659692156514,0.7124082990912073,0.01294232987555588,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{6}$')",3,0.7050644223504174,0.6990628405350864,-0.0060015818153310585,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{4}$')",3,0.7011767696732834,0.7093064328008588,0.00812966312757546,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{5}$')",3,0.7022860880475841,0.7026918767765419,0.00040578872895780105,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{6}$')",3,0.7003371204553103,0.6972261113802287,-0.00311100907508155,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$', '$Z_{5}$')",3,0.7017242740029737,0.6988202687759252,-0.0029040052270484784,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$', '$Z_{6}$')",3,0.7061570600479504,0.7030538845998617,-0.003103175448088691,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{5}$', '$Z_{6}$')",3,0.7036498167523896,0.7028450749777562,-0.0008047417746334107,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{4}$')",3,0.6992573408434253,0.7037684923173311,0.0045111514739057945,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{5}$')",3,0.6970236866179236,0.7056031534140756,0.008579466796152069,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{6}$')",3,0.6984148157147033,0.7025745124811458,0.0041596967664424556,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$', '$Z_{5}$')",3,0.6978314093485222,0.707107455780002,0.009276046431479834,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$', '$Z_{6}$')",3,0.7029626977434654,0.7097978248961363,0.006835127152670872,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{5}$', '$Z_{6}$')",3,0.6990722497547522,0.6990352418395875,-3.700791516469959e-05,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$', '$Z_{5}$')",3,0.6999803836566162,0.7039085792954636,0.003928195638847387,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$', '$Z_{6}$')",3,0.7020618645316511,0.7062044197495403,0.004142555217889199,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{5}$', '$Z_{6}$')",3,0.7014626346017424,0.7000711776527887,-0.0013914569489537065,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{5}$', '$Z_{6}$')",3,0.7011748277282347,0.7082597598716455,0.0070849321434107715,0,False,"$S \cap \{1,2\} = \emptyset$"
"('$X_1$', '$X_2$')",2,0.05090878116491728,0.7088223314867077,0.6579135503217904,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$Z_{1}$')",2,0.7073224466599386,0.7120907095194913,0.004768262859552674,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$')",2,0.7126382371740122,0.7138268005815089,0.0011885634074967344,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$')",2,0.7171963704570382,0.7065297408144885,-0.010666629642549719,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$')",2,0.7098970469127126,0.7002532463304239,-0.009643800582288753,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{5}$')",2,0.709668737178517,0.7075475018904883,-0.0021212352880286556,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{6}$')",2,0.7059348893224381,0.7102631353037744,0.004328245981336298,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$')",2,0.711207743347832,0.71538454211217,0.004176798764337963,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$')",2,0.7131776493162649,0.7066731832801731,-0.006504466036091783,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$')",2,0.7090131842774235,0.703476124760229,-0.00553705951719452,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$')",2,0.7082538792476127,0.7064355010631838,-0.0018183781844289815,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{5}$')",2,0.7073181141269698,0.7109171078079127,0.0035989936809429635,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{6}$')",2,0.7072039106457269,0.7018346322069899,-0.005369278438736913,1,True,"$|S \cap \{1,2\}| = 1$"
"('$Z_{1}$', '$Z_{2}$')",2,0.7056641522005555,0.7127106308605545,0.007046478659999078,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$')",2,0.7094279542352484,0.7104254641935582,0.000997509958309828,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$')",2,0.709454984270533,0.7075456143943204,-0.0019093698762125966,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{5}$')",2,0.7110875384803386,0.7105655294417426,-0.0005220090385960052,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{6}$')",2,0.7080222608007041,0.6976962408833498,-0.010326019917354268,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$')",2,0.7094750033063852,0.7081888378955639,-0.0012861654108213827,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$')",2,0.7107553735259785,0.7068031537027533,-0.003952219823225245,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{5}$')",2,0.7046318232913054,0.7023279720500886,-0.002303851241216792,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{6}$')",2,0.7051017410272458,0.7117744954603104,0.006672754433064587,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$')",2,0.7148177546703103,0.7041148457910668,-0.010702908879243522,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{5}$')",2,0.707124403805067,0.7095668946266358,0.002442490821568777,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{6}$')",2,0.7056057231093901,0.705186272389558,-0.0004194507198320707,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{5}$')",2,0.7126043784553381,0.7154652710051161,0.00286089254977806,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{6}$')",2,0.7046259098250566,0.7103124300133689,0.005686520188312283,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{5}$', '$Z_{6}$')",2,0.7013379104767916,0.7056295742026648,0.004291663725873196,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$X_1$', '$X_2$', '$Z_{1}$')",3,0.16346085531315385,0.6965857168803927,0.5331248615672388,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{2}$')",3,0.1581289391424765,0.7047192570800564,0.54659031793758,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{3}$')",3,0.1625294786800925,0.7046334509487716,0.5421039722686791,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{4}$')",3,0.15748573190131362,0.6968300230652928,0.5393442911639792,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{5}$')",3,0.1597567875698371,0.7056767019320302,0.5459199143621931,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$X_2$', '$Z_{6}$')",3,0.1608607769263702,0.706492616532099,0.5456318396057288,1,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$Z_{1}$', '$Z_{2}$')",3,0.7020607240560593,0.7086815065101644,0.006620782454105023,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{3}$')",3,0.7011152122837803,0.702594146970742,0.001478934686961697,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{4}$')",3,0.702592461331461,0.7051495046700749,0.0025570433386138403,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{5}$')",3,0.7020160033180921,0.6964773550631085,-0.005538648254983625,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{1}$', '$Z_{6}$')",3,0.6988344774528327,0.7058280849418616,0.006993607489028886,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{3}$')",3,0.7099629738656127,0.7011769234241135,-0.00878605044149916,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{4}$')",3,0.7076912632346155,0.7089791233929941,0.001287860158378562,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{5}$')",3,0.7047838053207425,0.7088251045396808,0.004041299218938366,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$', '$Z_{6}$')",3,0.7020425662704581,0.7029616813229796,0.000919115052521513,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{4}$')",3,0.7077922100785548,0.7039446060116511,-0.0038476040669036538,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{5}$')",3,0.7064719059863306,0.7055457209575875,-0.0009261850287430873,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{3}$', '$Z_{6}$')",3,0.7039116634110764,0.7019134028841156,-0.0019982605269607268,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$', '$Z_{5}$')",3,0.7080623139092372,0.7083305839681391,0.00026827005890184275,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{4}$', '$Z_{6}$')",3,0.7029386127298988,0.7017284477798749,-0.0012101649500239064,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{5}$', '$Z_{6}$')",3,0.7026540679679855,0.700853648611108,-0.0018004193568774696,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{2}$')",3,0.7038561998283197,0.6964117263646596,-0.007444473463660062,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{3}$')",3,0.703270095914884,0.7060478781552306,0.002777782240346638,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{4}$')",3,0.7034241425105288,0.6997340606183898,-0.00369008189213893,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{5}$')",3,0.7086212023546845,0.7011703234552729,-0.00745087889941165,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{1}$', '$Z_{6}$')",3,0.703532705532147,0.7088935111718732,0.005360805639726185,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{3}$')",3,0.7046007846696023,0.7036224450575844,-0.0009783396120178756,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{4}$')",3,0.7022304216363127,0.7076084787155803,0.00537805707926764,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{5}$')",3,0.7030774453399339,0.703287144230907,0.000209698890973109,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{2}$', '$Z_{6}$')",3,0.7015338570083034,0.7043376138401909,0.002803756831887494,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{4}$')",3,0.7039904379666059,0.7033451341171255,-0.0006453038494803609,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{5}$')",3,0.7056212559954523,0.706987752663462,0.001366496668009698,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{3}$', '$Z_{6}$')",3,0.7036480170426421,0.7069408106109653,0.003292793568323127,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$', '$Z_{5}$')",3,0.7056336050790014,0.6972042627010896,-0.00842934237791182,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{4}$', '$Z_{6}$')",3,0.7021337316489501,0.7070092889939597,0.004875557345009551,1,True,"$|S \cap \{1,2\}| = 1$"
"('$X_2$', '$Z_{5}$', '$Z_{6}$')",3,0.7039050990829937,0.7026935031705999,-0.001211595912393837,1,True,"$|S \cap \{1,2\}| = 1$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{3}$')",3,0.7025942260057438,0.7031830558096703,0.0005888298039264939,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{4}$')",3,0.7034979015241988,0.7036622512869817,0.00016434976278290048,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{5}$')",3,0.7023230262694439,0.6989441835574441,-0.00337884271199973,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{2}$', '$Z_{6}$')",3,0.7007170234791811,0.7032056235892026,0.0024886001100214994,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{4}$')",3,0.7039707386505087,0.7056064471263358,0.001635708475827058,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{5}$')",3,0.7047670137823052,0.7021116991753522,-0.0026553146069530076,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{3}$', '$Z_{6}$')",3,0.7007036035532521,0.7094229641824122,0.008719360629160122,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$', '$Z_{5}$')",3,0.7084219419995956,0.6952075017614777,-0.013214440238117908,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{4}$', '$Z_{6}$')",3,0.7012629754456269,0.7099683953173471,0.008705419871720244,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{1}$', '$Z_{5}$', '$Z_{6}$')",3,0.7028537320020741,0.7036831504858833,0.0008294184838091301,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{4}$')",3,0.7069762680421029,0.7019690574091211,-0.005007210632981818,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{5}$')",3,0.7043598705692402,0.7085284796005679,0.0041686090313276525,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{3}$', '$Z_{6}$')",3,0.7018541307250575,0.7028060524054272,0.0009519216803696162,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$', '$Z_{5}$')",3,0.7043624784120273,0.7041925766117769,-0.0001699018002503383,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{4}$', '$Z_{6}$')",3,0.7034344309630504,0.7056205892504581,0.002186158287407758,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{2}$', '$Z_{5}$', '$Z_{6}$')",3,0.6996680237327507,0.7001863743652802,0.000518350632529474,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$', '$Z_{5}$')",3,0.7087779164650543,0.7042370148370608,-0.004540901627993477,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{4}$', '$Z_{6}$')",3,0.7038835622137124,0.7052809207151389,0.0013973585014265266,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{3}$', '$Z_{5}$', '$Z_{6}$')",3,0.6993422286522698,0.6935847573821738,-0.00575747127009596,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$Z_{4}$', '$Z_{5}$', '$Z_{6}$')",3,0.7019344614593013,0.7046885182363232,0.002754056777021896,1,False,"$S \cap \{1,2\} = \emptyset$"
"('$X_1$', '$X_2$')",2,0.053433212941233064,0.7036377212407312,0.6502045082994982,2,True,"$S \supseteq \{1,2\}$"
"('$X_1$', '$Z_{1}$')",2,0.7033715943056995,0.7136255154280293,0.010253921122329812,2,True,"$|S \cap \{1,2\}| = 1$"
"('$X_1$', '$Z_{2}$')",2,0.7004483070614292,0.7106656536254745,0.010217346564045271,2,True,"$|S \cap \{1,2\}| = 1$"
